-100,-100,12,18,0.24390243902439024
-100,-100,26,18,0.14970563498738435
-100,-100,13,18,0.11269974768713205
-100,-100,25,18,0.095878889823381
-100,-100,27,18,0.06644238856181665
-100,-100,12,28,0.05971404541631623
-100,-100,0,18,0.057190916736753576
-100,-100,4,18,0.056349873843566024
-100,-100,26,28,0.04289318755256518
-100,-100,14,18,0.027754415475189236
-100,-100,13,28,0.022708158116063918
-100,-100,25,28,0.020185029436501262
-100,-100,27,28,0.015138772077375946
-100,-100,4,28,0.01345668629100084
-100,-100,0,28,0.008410428931875526
-100,-100,14,28,0.007569386038687973
11,-100,4,18,0.15625
11,-100,27,18,0.15625
11,-100,25,18,0.125
11,-100,13,18,0.09375
11,-100,26,18,0.09375
11,-100,0,18,0.0625
11,-100,12,18,0.0625
11,-100,12,28,0.0625
11,-100,13,28,0.0625
11,-100,26,28,0.0625
11,-100,14,18,0.03125
11,-100,14,28,0.03125
15,-100,12,18,0.26495726495726496
15,-100,26,18,0.1794871794871795
15,-100,25,18,0.1111111111111111
15,-100,13,18,0.10256410256410256
15,-100,0,18,0.05982905982905983
15,-100,26,28,0.05128205128205128
15,-100,4,18,0.042735042735042736
15,-100,12,28,0.042735042735042736
15,-100,27,18,0.042735042735042736
15,-100,25,28,0.03418803418803419
15,-100,13,28,0.02564102564102564
15,-100,14,18,0.017094017094017096
15,-100,27,28,0.017094017094017096
15,-100,4,28,0.008547008547008548
7,-100,12,18,0.27956989247311825
7,-100,26,18,0.13978494623655913
7,-100,25,18,0.0967741935483871
7,-100,13,18,0.08602150537634409
7,-100,12,28,0.07526881720430108
7,-100,4,18,0.053763440860215055
7,-100,0,18,0.043010752688172046
7,-100,4,28,0.043010752688172046
7,-100,26,28,0.043010752688172046
7,-100,27,18,0.043010752688172046
7,-100,13,28,0.03225806451612903
7,-100,14,18,0.021505376344086023
7,-100,27,28,0.021505376344086023
7,-100,0,28,0.010752688172043012
7,-100,14,28,0.010752688172043012
10,-100,12,18,0.3275862068965517
10,-100,26,18,0.12931034482758622
10,-100,0,18,0.08620689655172414
10,-100,13,18,0.07758620689655173
10,-100,25,18,0.06896551724137931
10,-100,27,18,0.0603448275862069
10,-100,12,28,0.05172413793103448
10,-100,14,18,0.05172413793103448
10,-100,4,18,0.04310344827586207
10,-100,26,28,0.02586206896551724
10,-100,4,28,0.017241379310344827
10,-100,14,28,0.017241379310344827
10,-100,27,28,0.017241379310344827
10,-100,0,28,0.008620689655172414
10,-100,13,28,0.008620689655172414
10,-100,25,28,0.008620689655172414
21,-100,12,18,0.27102803738317754
21,-100,26,18,0.12149532710280374
21,-100,12,28,0.11214953271028037
21,-100,25,18,0.102803738317757
21,-100,13,18,0.08411214953271028
21,-100,0,18,0.07476635514018691
21,-100,27,18,0.056074766355140186
21,-100,4,18,0.037383177570093455
21,-100,26,28,0.037383177570093455
21,-100,13,28,0.018691588785046728
21,-100,14,18,0.018691588785046728
21,-100,14,28,0.018691588785046728
21,-100,25,28,0.018691588785046728
21,-100,0,28,0.009345794392523364
21,-100,4,28,0.009345794392523364
21,-100,27,28,0.009345794392523364
17,-100,12,18,0.23214285714285715
17,-100,13,18,0.14285714285714285
17,-100,26,18,0.14285714285714285
17,-100,27,18,0.10714285714285714
17,-100,4,18,0.08928571428571429
17,-100,25,28,0.07142857142857142
17,-100,12,28,0.05357142857142857
17,-100,25,18,0.05357142857142857
17,-100,0,18,0.03571428571428571
17,-100,14,18,0.03571428571428571
17,-100,13,28,0.017857142857142856
17,-100,26,28,0.017857142857142856
6,-100,12,18,0.32653061224489793
6,-100,13,18,0.14285714285714285
6,-100,26,18,0.12244897959183673
6,-100,25,18,0.10204081632653061
6,-100,27,18,0.10204081632653061
6,-100,4,18,0.061224489795918366
6,-100,0,18,0.04081632653061224
6,-100,12,28,0.04081632653061224
6,-100,0,28,0.02040816326530612
6,-100,4,28,0.02040816326530612
6,-100,27,28,0.02040816326530612
9,-100,12,18,0.2835820895522388
9,-100,13,18,0.16417910447761194
9,-100,26,18,0.13432835820895522
9,-100,25,18,0.1044776119402985
9,-100,4,18,0.08955223880597014
9,-100,13,28,0.05970149253731343
9,-100,0,18,0.029850746268656716
9,-100,12,28,0.029850746268656716
9,-100,14,18,0.029850746268656716
9,-100,26,28,0.029850746268656716
9,-100,4,28,0.014925373134328358
9,-100,27,18,0.014925373134328358
9,-100,27,28,0.014925373134328358
1,-100,12,18,0.24285714285714285
1,-100,12,28,0.12857142857142856
1,-100,26,18,0.11428571428571428
1,-100,4,18,0.1
1,-100,25,18,0.1
1,-100,27,18,0.08571428571428572
1,-100,14,18,0.05714285714285714
1,-100,0,18,0.04285714285714286
1,-100,13,18,0.04285714285714286
1,-100,26,28,0.02857142857142857
1,-100,4,28,0.014285714285714285
1,-100,13,28,0.014285714285714285
1,-100,25,28,0.014285714285714285
1,-100,27,28,0.014285714285714285
2,-100,12,18,0.17857142857142858
2,-100,26,18,0.16071428571428573
2,-100,13,18,0.11607142857142858
2,-100,25,18,0.10714285714285714
2,-100,0,18,0.07142857142857142
2,-100,4,18,0.05357142857142857
2,-100,12,28,0.05357142857142857
2,-100,26,28,0.05357142857142857
2,-100,25,28,0.044642857142857144
2,-100,27,18,0.044642857142857144
2,-100,13,28,0.03571428571428571
2,-100,4,28,0.026785714285714284
2,-100,27,28,0.026785714285714284
2,-100,14,18,0.017857142857142856
2,-100,14,28,0.008928571428571428
24,-100,12,18,0.2692307692307692
24,-100,26,18,0.23076923076923078
24,-100,13,18,0.11538461538461539
24,-100,25,18,0.11538461538461539
24,-100,4,18,0.07692307692307693
24,-100,27,18,0.07692307692307693
24,-100,0,18,0.038461538461538464
24,-100,12,28,0.038461538461538464
24,-100,26,28,0.038461538461538464
19,-100,12,18,0.19791666666666666
19,-100,26,18,0.1875
19,-100,13,18,0.125
19,-100,26,28,0.08333333333333333
19,-100,0,18,0.07291666666666667
19,-100,27,18,0.0625
19,-100,25,18,0.041666666666666664
19,-100,25,28,0.041666666666666664
19,-100,0,28,0.03125
19,-100,4,18,0.03125
19,-100,12,28,0.03125
19,-100,14,18,0.03125
19,-100,27,28,0.03125
19,-100,13,28,0.020833333333333332
19,-100,14,28,0.010416666666666666
20,-100,13,18,0.23809523809523808
20,-100,25,18,0.19047619047619047
20,-100,26,18,0.16666666666666666
20,-100,12,18,0.11904761904761904
20,-100,27,18,0.09523809523809523
20,-100,12,28,0.047619047619047616
20,-100,13,28,0.047619047619047616
20,-100,27,28,0.047619047619047616
20,-100,25,28,0.023809523809523808
20,-100,26,28,0.023809523809523808
16,-100,12,18,0.19642857142857142
16,-100,26,18,0.16071428571428573
16,-100,0,18,0.10714285714285714
16,-100,27,18,0.10714285714285714
16,-100,25,18,0.08928571428571429
16,-100,12,28,0.07142857142857142
16,-100,26,28,0.07142857142857142
16,-100,13,18,0.05357142857142857
16,-100,4,18,0.03571428571428571
16,-100,4,28,0.03571428571428571
16,-100,14,18,0.03571428571428571
16,-100,0,28,0.017857142857142856
16,-100,25,28,0.017857142857142856
5,-100,12,18,0.22018348623853212
5,-100,26,18,0.1559633027522936
5,-100,13,18,0.13761467889908258
5,-100,25,18,0.11926605504587157
5,-100,4,18,0.07339449541284404
5,-100,12,28,0.05504587155963303
5,-100,26,28,0.05504587155963303
5,-100,27,18,0.05504587155963303
5,-100,14,18,0.045871559633027525
5,-100,0,18,0.03669724770642202
5,-100,13,28,0.01834862385321101
5,-100,0,28,0.009174311926605505
5,-100,14,28,0.009174311926605505
5,-100,25,28,0.009174311926605505
23,-100,12,18,0.3170731707317073
23,-100,13,18,0.1951219512195122
23,-100,26,18,0.17073170731707318
23,-100,27,18,0.12195121951219512
23,-100,0,18,0.04878048780487805
23,-100,25,18,0.04878048780487805
23,-100,0,28,0.024390243902439025
23,-100,4,18,0.024390243902439025
23,-100,12,28,0.024390243902439025
23,-100,26,28,0.024390243902439025
10,3,12,18,0.4
10,3,26,18,0.2
10,3,0,18,0.13333333333333333
10,3,25,18,0.13333333333333333
10,3,12,28,0.06666666666666667
10,3,13,18,0.06666666666666667
17,3,13,18,0.26666666666666666
17,3,4,18,0.2
17,3,12,18,0.13333333333333333
17,3,12,28,0.13333333333333333
17,3,26,18,0.13333333333333333
17,3,13,28,0.06666666666666667
17,3,25,28,0.06666666666666667
6,3,12,18,0.25
6,3,27,18,0.25
6,3,25,18,0.1875
6,3,12,28,0.125
6,3,26,18,0.125
6,3,13,18,0.0625
1,3,12,18,0.2
1,3,12,28,0.12727272727272726
1,3,25,18,0.12727272727272726
1,3,26,18,0.10909090909090909
1,3,27,18,0.10909090909090909
1,3,4,18,0.09090909090909091
1,3,14,18,0.07272727272727272
1,3,13,18,0.05454545454545454
1,3,0,18,0.01818181818181818
1,3,4,28,0.01818181818181818
1,3,13,28,0.01818181818181818
1,3,25,28,0.01818181818181818
1,3,26,28,0.01818181818181818
1,3,27,28,0.01818181818181818
2,3,26,18,0.18181818181818182
2,3,12,18,0.13131313131313133
2,3,13,18,0.1111111111111111
2,3,25,18,0.1111111111111111
2,3,4,18,0.06060606060606061
2,3,12,28,0.06060606060606061
2,3,26,28,0.06060606060606061
2,3,0,18,0.050505050505050504
2,3,25,28,0.050505050505050504
2,3,27,18,0.050505050505050504
2,3,13,28,0.04040404040404041
2,3,4,28,0.030303030303030304
2,3,27,28,0.030303030303030304
2,3,14,18,0.020202020202020204
2,3,14,28,0.010101010101010102
19,3,12,18,0.25
19,3,26,18,0.25
19,3,14,18,0.16666666666666666
19,3,26,28,0.16666666666666666
19,3,25,18,0.08333333333333333
19,3,25,28,0.08333333333333333
16,3,27,18,0.38461538461538464
16,3,12,18,0.15384615384615385
16,3,25,18,0.15384615384615385
16,3,0,18,0.07692307692307693
16,3,0,28,0.07692307692307693
16,3,4,18,0.07692307692307693
16,3,12,28,0.07692307692307693
5,3,12,18,0.22018348623853212
5,3,26,18,0.1559633027522936
5,3,13,18,0.13761467889908258
5,3,25,18,0.11926605504587157
5,3,4,18,0.07339449541284404
5,3,12,28,0.05504587155963303
5,3,26,28,0.05504587155963303
5,3,27,18,0.05504587155963303
5,3,14,18,0.045871559633027525
5,3,0,18,0.03669724770642202
5,3,13,28,0.01834862385321101
5,3,0,28,0.009174311926605505
5,3,14,28,0.009174311926605505
5,3,25,28,0.009174311926605505
-100,3,12,18,0.19461077844311378
-100,3,26,18,0.15269461077844312
-100,3,25,18,0.11676646706586827
-100,3,13,18,0.10479041916167664
-100,3,27,18,0.07784431137724551
-100,3,12,28,0.0748502994011976
-100,3,4,18,0.0688622754491018
-100,3,26,28,0.04491017964071856
-100,3,0,18,0.038922155688622756
-100,3,14,18,0.038922155688622756
-100,3,25,28,0.02694610778443114
-100,3,13,28,0.023952095808383235
-100,3,4,28,0.011976047904191617
-100,3,27,28,0.011976047904191617
-100,3,0,28,0.005988023952095809
-100,3,14,28,0.005988023952095809
15,8,12,18,0.26495726495726496
15,8,26,18,0.1794871794871795
15,8,25,18,0.1111111111111111
15,8,13,18,0.10256410256410256
15,8,0,18,0.05982905982905983
15,8,26,28,0.05128205128205128
15,8,4,18,0.042735042735042736
15,8,12,28,0.042735042735042736
15,8,27,18,0.042735042735042736
15,8,25,28,0.03418803418803419
15,8,13,28,0.02564102564102564
15,8,14,18,0.017094017094017096
15,8,27,28,0.017094017094017096
15,8,4,28,0.008547008547008548
7,8,12,18,0.27058823529411763
7,8,26,18,0.15294117647058825
7,8,13,18,0.09411764705882353
7,8,12,28,0.08235294117647059
7,8,4,18,0.058823529411764705
7,8,25,18,0.058823529411764705
7,8,0,18,0.047058823529411764
7,8,4,28,0.047058823529411764
7,8,26,28,0.047058823529411764
7,8,27,18,0.047058823529411764
7,8,13,28,0.023529411764705882
7,8,14,18,0.023529411764705882
7,8,27,28,0.023529411764705882
7,8,0,28,0.011764705882352941
7,8,14,28,0.011764705882352941
10,8,12,18,0.2876712328767123
10,8,26,18,0.136986301369863
10,8,0,18,0.0821917808219178
10,8,14,18,0.0821917808219178
10,8,25,18,0.0821917808219178
10,8,27,18,0.0821917808219178
10,8,4,18,0.0547945205479452
10,8,13,18,0.0547945205479452
10,8,4,28,0.0273972602739726
10,8,12,28,0.0273972602739726
10,8,14,28,0.0273972602739726
10,8,27,28,0.0273972602739726
10,8,0,28,0.0136986301369863
10,8,25,28,0.0136986301369863
6,8,12,18,0.36363636363636365
6,8,13,18,0.18181818181818182
6,8,26,18,0.12121212121212122
6,8,4,18,0.09090909090909091
6,8,0,18,0.06060606060606061
6,8,25,18,0.06060606060606061
6,8,0,28,0.030303030303030304
6,8,4,28,0.030303030303030304
6,8,27,18,0.030303030303030304
6,8,27,28,0.030303030303030304
-100,8,12,18,0.2824675324675325
-100,8,26,18,0.15584415584415584
-100,8,13,18,0.09740259740259741
-100,8,25,18,0.08441558441558442
-100,8,0,18,0.06168831168831169
-100,8,4,18,0.05519480519480519
-100,8,27,18,0.05194805194805195
-100,8,12,28,0.045454545454545456
-100,8,14,18,0.032467532467532464
-100,8,26,28,0.032467532467532464
-100,8,4,28,0.025974025974025976
-100,8,27,28,0.022727272727272728
-100,8,13,28,0.016233766233766232
-100,8,25,28,0.016233766233766232
-100,8,0,28,0.00974025974025974
-100,8,14,28,0.00974025974025974
11,22,4,18,0.15625
11,22,27,18,0.15625
11,22,25,18,0.125
11,22,13,18,0.09375
11,22,26,18,0.09375
11,22,0,18,0.0625
11,22,12,18,0.0625
11,22,12,28,0.0625
11,22,13,28,0.0625
11,22,26,28,0.0625
11,22,14,18,0.03125
11,22,14,28,0.03125
7,22,25,18,0.5
7,22,12,18,0.375
7,22,13,28,0.125
10,22,12,18,0.39285714285714285
10,22,13,18,0.14285714285714285
10,22,12,28,0.10714285714285714
10,22,26,28,0.10714285714285714
10,22,0,18,0.07142857142857142
10,22,26,18,0.07142857142857142
10,22,4,18,0.03571428571428571
10,22,13,28,0.03571428571428571
10,22,27,18,0.03571428571428571
21,22,12,18,0.27102803738317754
21,22,26,18,0.12149532710280374
21,22,12,28,0.11214953271028037
21,22,25,18,0.102803738317757
21,22,13,18,0.08411214953271028
21,22,0,18,0.07476635514018691
21,22,27,18,0.056074766355140186
21,22,4,18,0.037383177570093455
21,22,26,28,0.037383177570093455
21,22,13,28,0.018691588785046728
21,22,14,18,0.018691588785046728
21,22,14,28,0.018691588785046728
21,22,25,28,0.018691588785046728
21,22,0,28,0.009345794392523364
21,22,4,28,0.009345794392523364
21,22,27,28,0.009345794392523364
17,22,12,18,0.2682926829268293
17,22,26,18,0.14634146341463414
17,22,27,18,0.14634146341463414
17,22,13,18,0.0975609756097561
17,22,25,18,0.07317073170731707
17,22,25,28,0.07317073170731707
17,22,0,18,0.04878048780487805
17,22,4,18,0.04878048780487805
17,22,14,18,0.04878048780487805
17,22,12,28,0.024390243902439025
17,22,26,28,0.024390243902439025
9,22,4,18,0.25
9,22,13,18,0.25
9,22,12,18,0.1875
9,22,0,18,0.125
9,22,25,18,0.125
9,22,26,18,0.0625
1,22,12,18,0.4
1,22,0,18,0.13333333333333333
1,22,4,18,0.13333333333333333
1,22,12,28,0.13333333333333333
1,22,26,18,0.13333333333333333
1,22,26,28,0.06666666666666667
2,22,12,18,0.5384615384615384
2,22,0,18,0.23076923076923078
2,22,13,18,0.15384615384615385
2,22,25,18,0.07692307692307693
19,22,27,18,0.5
19,22,13,18,0.25
19,22,26,18,0.25
-100,22,12,18,0.2727272727272727
-100,22,26,18,0.10606060606060606
-100,22,13,18,0.10227272727272728
-100,22,25,18,0.0946969696969697
-100,22,0,18,0.07954545454545454
-100,22,12,28,0.07575757575757576
-100,22,27,18,0.07575757575757576
-100,22,4,18,0.06818181818181818
-100,22,26,28,0.041666666666666664
-100,22,13,28,0.022727272727272728
-100,22,14,18,0.01893939393939394
-100,22,25,28,0.01893939393939394
-100,22,14,28,0.011363636363636364
-100,22,0,28,0.003787878787878788
-100,22,4,28,0.003787878787878788
-100,22,27,28,0.003787878787878788
